aa,aa,aaa 0.974
sud,sudden,suddenly 0.996
sudbury,sudbury,sudburys 0.875
suen,suen,suena 0.667
suf,sufi,sufis 0.938
suf,sufi,sufism 0.938
suff,suffer,sufferer 0.996
suff,suffered,suffering 0.996
suff,suffered,sufferings 0.999
sufficy,sufficient,sufficiently 0.991
suffr,suffragan,suffragans 0.929
sug,sugar,sugars 0.995
suggest,suggest,suggesting 0.998
suggest,suggest,suggestion 0.998
suggest,suggest,suggests 0.997
suggest,suggested,suggesting 0.996
suggest,suggested,suggestion 0.991
suggest,suggested,suggestions 0.997
suggest,suggested,suggests 0.998
suggest,suggesting,suggestion 0.992
suggest,suggesting,suggests 0.995
suggest,suggestions,suggestive 0.996
suit,suit,suite 0.999
suit,suit,suits 0.995
suit,suitable,suitably 0.996
suit,suite,suites 0.994
suk,suk,suki 0.967
sulc,sulci,sulcus 0.800
sulf,sulfate,sulfuric 0.986
sulf,sulfated,sulfuric 0.964
sulfid,sulfide,sulfides 0.800
sum,sum,sums 0.997
sum,sumer,sumerian 0.985
sum,summaries,summary 0.999
sum,summary,summer 0.999
sum,summary,summers 0.999
sum,summer,summers 1.000
summit,summit,summits 0.990
summon,summon,summoned 0.981
summon,summon,summoner 0.971
summon,summon,summoning 0.960
summon,summon,summons 0.990
summon,summoned,summoning 0.989
summon,summoner,summoning 0.960
sun,sun,suns 0.999
sunday,sunday,sundays 0.975
sunderland,sunderland,sunderlands 0.944
sung,sung,sungs 0.980
sunstreak,sunstreaker,sunstreakers 0.500
sup,supa,super 0.999
superbik,superbike,superbikes 0.500
superclass,superclass,superclasses 0.833
superdisk,superdisk,superdisks 0.500
superhero,superhero,superheroes 0.967
superheroin,superheroine,superheroines 0.500
superintend,superintendency,superintendent 0.989
superintend,superintendent,superintendents 0.990
supermaneuv,supermaneuverability,supermaneuverable 0.750
supermaneuv,supermaneuverable,supermaneuvering 0.750
supermanuv,supermanuverability,supermanuvering 0.500
supermarket,supermarket,supermarkets 0.867
supernod,supernode,supernodes 0.500
supervillain,supervillain,supervillains 0.923
supply,supplied,supplier 0.996
supply,supplied,supply 0.999
supply,supplied,supplying 0.997
supply,suppliers,supply 0.998
supply,supplies,supply 0.998
supply,supplies,supplying 0.998
supply,supply,supplyed 0.998
supply,supply,supplying 0.998
support,support,supported 0.993
support,support,supporter 0.998
support,support,supporters 0.997
support,support,supporting 0.996
support,support,supportive 1.000
support,support,supports 0.996
support,supported,supporter 0.996
support,supported,supporters 0.997
support,supported,supporting 0.998
support,supported,supports 0.998
support,supporter,supporters 0.995
support,supporter,supporting 0.999
support,supporter,supports 0.999
support,supporters,supporting 0.999
support,supporters,supports 0.999
suppress,suppress,suppressed 0.994
suppress,suppressed,suppression 0.994
suprem,suprema,supreme 0.996
sur,sur,suris 0.999
sur,surrealism,surrealist 0.992
surf,surf,surfer 0.982
surf,surf,surfing 0.968
surf,surfer,surfers 0.972
surf,surfer,surfing 0.952
surf,surfers,surfing 0.976
surfac,surface,surfaced 0.996
surfac,surface,surfaces 0.987
surgery,surgeries,surgery 0.978
surnam,surname,surnames 0.907
surpass,surpassed,surpassing 0.976
surpr,surprise,surprises 0.996
surround,surrounded,surrounding 0.998
surround,surrounding,surroundings 0.998
surround,surrounding,surrounds 0.998
surv,survival,survive 0.999
surv,survival,survivors 0.999
surv,survive,survived 0.999
surv,survive,survives 0.998
surv,survive,surviving 0.999
surv,survive,survivor 0.999
surv,survived,survives 0.999
surv,survived,surviving 0.997
surv,survived,survivor 0.998
surv,surviving,survivor 0.999
surv,survivor,survivors 0.998
survey,survey,surveyed 0.992
survey,survey,surveying 0.998
survey,survey,surveyor 0.998
survey,survey,surveys 0.998
survey,surveyed,surveying 0.990
survey,surveying,surveyor 0.988
suspect,suspect,suspected 0.995
suspend,suspended,suspension 0.992
sustain,sustainability,sustainable 0.983
sutton,sutton,suttonian 0.974
suv,suv,suvs 0.950
suzy,suzy,suzys 0.900
swallow,swallow,swallows 0.980
swamp,swamp,swamps 0.984
swan,swan,swans 0.978
swap,swap,swapped 0.987
swear,swear,swearing 0.964
swed,swede,sweden 0.998
swed,swede,swedish 0.997
swed,sweden,swedens 0.996
swed,sweden,swedes 0.996
swed,sweden,swedish 0.963
swed,swedens,swedish 0.997
swed,swedes,swedish 0.983
sweep,sweep,sweeping 0.983
sweet,sweeteners,sweeter 0.971
sweet,sweeteners,sweetness 0.964
swift,swift,swifts 0.995
swim,swim,swimmer 0.992
swim,swim,swimmers 0.989
swim,swim,swimming 0.985
swim,swim,swims 0.985
swim,swimmer,swimmers 0.970
swim,swimmer,swimming 0.975
swim,swimmer,swims 0.988
swim,swimmers,swimming 0.975
swim,swimmers,swims 0.977
swim,swimming,swims 0.996
swing,swing,swinging 0.993
swing,swing,swings 0.992
swing,swinging,swings 0.974
swip,swipe,swipes 0.833
switch,switch,switched 0.996
switch,switch,switches 0.993
switch,switch,switching 0.997
switch,switched,switching 0.994
switch,switcher,switchers 0.917
switch,switches,switching 0.994
switz,switzer,switzers 0.800
sword,sword,swords 0.922
swynford,swynford,swynfords 0.667
sydney,sydney,sydneys 0.990
syl,syllable,syllables 0.939
syllab,syllabaries,syllabic 0.917
symbol,symbol,symbolic 0.999
symbol,symbol,symbolised 0.999
symbol,symbol,symbolises 0.999
symbol,symbol,symbolising 0.999
symbol,symbol,symbolism 0.999
symbol,symbol,symbols 0.996
symbol,symbolic,symbolising 0.997
symbol,symbolic,symbols 0.999
symbol,symbolising,symbolism 0.996
symbol,symbolize,symbolizes 0.988
symmet,symmetric,symmetrical 0.983
symmet,symmetrical,symmetrion 0.970
symmetry,symmetries,symmetry 0.941
sympath,sympathize,sympathized 0.958
sympath,sympathize,sympathizes 0.944
sympath,sympathize,sympathizing 0.944
sympathomimet,sympathomimetic,sympathomimetics 0.500
sympathy,sympathies,sympathy 0.969
symphony,symphonie,symphony 0.986
symphony,symphonies,symphony 0.986
symphys,symphyseal,symphysis 0.750
symphys,symphysial,symphysis 0.750
sympos,symposia,symposium 0.923
symptom,symptom,symptoms 0.982
symptom,symptomatic,symptoms 0.962
syn,syn,synth 0.958
synagog,synagogue,synagogues 0.929
synaps,synapse,synapses 0.750
synapt,synaptic,synaptically 0.750
synd,syndicated,syndication 0.992
synonym,synonym,synonymize 0.983
synonym,synonym,synonymized 0.983
synonym,synonymize,synonymized 0.900
synthes,syntheses,synthesis 0.996
synthes,synthesis,synthesize 0.997
synthes,synthesis,synthesized 0.991
synthes,synthesis,synthesizer 0.997
synthes,synthesizer,synthesizers 0.988
syr,syria,syrian 0.995
syr,syrian,syrians 0.990
system,system,systematic 1.000
system,system,systemic 1.000
system,system,systems 0.989
system,systematic,systems 0.999
system,systemic,systems 0.999
tab,tab,tabs 0.980
tabl,table,tables 0.986
tablet,tablet,tablets 0.909
tackl,tackle,tackling 0.988
tackl,tackled,tackles 0.984
tact,tactic,tactics 0.997
taff,taff,taffia 0.833
taffy,taffy,taffys 0.800
tag,tag,tags 0.995
tahit,tahiti,tahitian 0.917
tahit,tahitian,tahitians 0.750
tai,tai,tais 0.941
tail,tail,tailed 0.999
tail,tail,tails 0.998
tail,tailed,tails 0.994
tail,tailor,tailors 0.975
taiw,taiwan,taiwans 0.945
tak,tak,take 1.000
tak,take,taken 0.998
tak,take,takes 0.997
tak,take,taking 0.997
tak,taken,takes 0.998
tak,taken,taking 0.998
tak,takes,taking 0.999
tak,takes,taks 1.000
tak,taking,takings 1.000
takam,takami,takamis 0.500
tal,tale,tales 0.999
tal,talent,talents 0.999
tal,tales,talisman 1.000
tal,tales,tall 1.000
tal,tall,taller 0.999
tala,talaa,talas 0.875
talk,talk,talked 0.999
talk,talk,talking 0.999
talk,talk,talks 0.999
talk,talking,talks 0.998
talky,talkie,talkies 0.900
tallulah,tallulah,tallulahs 0.500
talmud,talmud,talmudic 0.944
tamarillo,tamarillo,tamarillos 0.500
tamarin,tamarin,tamarins 0.500
tan,tan,tani 0.996
tang,tangent,tangential 0.960
tango,tango,tangos 0.900
tank,tank,tanker 0.995
tank,tank,tankers 0.995
tank,tank,tanks 0.972
tank,tankage,tanks 0.993
tank,tanker,tanks 0.987
tant,tanta,tantric 0.958
tap,tap,taps 0.996
tap,tape,taped 0.999
tap,tape,tapes 0.998
tap,tape,taping 0.999
tap,tape,tapings 0.998
tap,taping,tapings 0.993
tar,tar,tara 0.998
tar,taranee,taranees 0.967
taranak,taranaki,taranakis 0.750
tarantino,tarantino,tarantinos 0.667
target,target,targeted 0.997
target,target,targeting 0.996
target,target,targets 0.988
target,targeted,targets 0.995
target,targeting,targets 0.987
tariff,tariff,tariffs 0.857
tariq,tariq,tariqs 0.667
tarkh,tarkhan,tarkhans 0.667
tarleton,tarleton,tarletons 0.500
tarud,tarudan,tarudant 0.500
task,task,tasked 0.996
task,task,tasks 0.997
tast,taste,tasting 0.995
tat,tat,tati 0.981
tattoo,tattoo,tattoos 0.900
taupo,taupo,taupos 0.667
tavern,tavern,taverns 0.981
tax,tax,taxa 1.000
tax,tax,taxation 1.000
tax,tax,taxed 1.000
tax,tax,taxes 1.000
tax,taxation,taxes 0.995
tax,taxi,taxis 0.993
taxonom,taxonomic,taxonomy 0.964
tay,tay,tays 0.889
tayl,taylor,taylors 0.994
tea,tea,teas 0.952
teach,teach,teacher 0.996
teach,teach,teachers 0.994
teach,teach,teaches 0.997
teach,teach,teaching 0.997
teach,teach,teachings 0.994
teach,teacher,teachers 0.987
teach,teacher,teaches 0.997
teach,teacher,teaching 0.993
teach,teacher,teachings 0.999
teach,teachers,teaching 0.991
teach,teachers,teachings 0.996
teach,teaches,teaching 0.993
teach,teaches,teachings 0.993
teach,teaching,teachings 0.994
team,team,teamed 1.000
team,team,teaming 0.999
team,team,teammate 0.999
team,team,teammates 0.998
team,team,teams 0.973
team,teammate,teammates 0.993
team,teammate,teams 0.998
teas,tease,teases 0.900
tech,tech,techs 0.964
techn,technical,technique 0.999
techn,technical,techniques 0.997
techn,technically,techniques 0.999
techn,technician,techniques 0.998
techn,technique,techniques 0.995
technocr,technocracy,technocratic 0.750
technolog,technologic,technology 0.999
technolog,technological,technology 1.000
technolog,technologically,technology 0.999
technolog,technologies,technology 0.995
tecton,tectonic,tectonics 0.800
teen,teen,teens 0.992
teen,teenage,teenagents 0.996
teen,teenager,teenagers 0.996
tek,tekish,tekishs 0.833
tel,tell,telling 1.000
tel,tell,tells 0.998
tel,telling,tells 0.998
telecommun,telecommunication,telecommunications 0.842
telephon,telephone,telephones 0.983
teleport,teleport,teleporting 0.964
teleport,teleportation,teleported 0.938
teleport,teleportation,teleporter 0.938
teleport,teleportation,teleporting 0.938
teleport,teleported,teleporting 0.938
telescop,telescope,telescopes 0.942
telev,televise,televised 0.984
telev,televised,televises 0.983
telev,televised,televising 0.984
televid,television,televisions 0.993
temnospondyl,temnospondyli,temnospondyls 0.750
temp,temper,temperature 0.999
temp,temper,tempering 0.995
temp,temperate,temperature 0.999
temp,temperate,temperatures 0.998
temp,temperature,temperatures 0.996
tempera,temperament,temperaments 0.944
templ,templar,templars 0.958
templ,templar,temple 0.997
templ,template,templates 0.992
templ,temple,temples 0.986
ten,ten,tenacious 1.000
ten,ten,tennessee 1.000
ten,ten,tennis 1.000
ten,ten,tenth 0.999
ten,ten,tenure 1.000
ten,tenement,tenements 0.993
ten,tenis,tennis 0.999
ten,tennant,tenth 0.999
ten,tennessean,tennessee 1.000
ten,tennessee,tennis 1.000
ten,tenor,tenors 0.998
tend,tend,tended 0.998
tend,tend,tendency 0.999
tend,tender,tenders 0.997
tend,tenderness,tends 0.998
tendon,tendon,tendons 0.857
tendress,tendress,tendresse 0.667
tens,tense,tenses 0.988
tent,tent,tents 0.992
tent,tentative,tentatively 0.976
ter,terror,terrorism 0.998
ter,terror,terrorist 0.998
ter,terror,terrorists 0.999
ter,terrorism,terrorist 0.997
ter,terrorism,terrorists 0.998
ter,terrorist,terrorists 0.996
tercio,tercio,tercios 0.500
terephth,terephthalate,terephthalic 0.667
term,term,termed 0.999
term,term,terms 0.998
term,termed,terms 1.000
term,termeer,terms 1.000
term,termer,terms 1.000
termin,terminal,terminalis 0.997
termin,terminal,terminals 0.993
termin,terminals,terminus 0.998
termit,termite,termites 0.750
tern,tern,terns 0.967
terrac,terraced,terraces 0.944
territ,territorial,territorialists 0.997
territ,territorial,territories 0.997
territ,territorial,territory 0.996
territ,territorians,territory 0.999
territ,territorians,territorys 0.929
territ,territories,territory 0.994
territ,territory,territorys 0.999
terry,terry,terrys 0.996
test,test,tested 0.999
test,test,tester 0.999
test,test,testing 0.995
test,test,testings 0.999
test,test,tests 0.992
test,testable,testing 0.999
test,tested,testing 0.998
test,tested,tests 0.998
test,tester,tests 0.998
test,testes,testis 0.962
test,testing,tests 0.995
test,testings,tests 0.999
teth,tethered,tethers 0.900
tetrapod,tetrapod,tetrapoda 0.900
tetrapod,tetrapod,tetrapods 0.917
tetrapod,tetrapoda,tetrapods 0.900
teuch,teuchi,teuchis 0.500
tex,tex,texian 0.990
tex,tex,texians 0.989
tex,texian,texians 0.933
text,text,texts 0.999
text,text,textual 1.000
text,text,texture 0.999
text,texts,textual 0.995
text,texture,textures 0.990
text,texture,texturing 0.994
text,textures,texturing 0.984
textbook,textbook,textbooks 0.957
textil,textile,textiles 0.857
tfi,tfiia,tfiif 0.500
tha,tha,thai 0.992
tha,thai,thais 0.989
tham,thame,thames 0.986
than,than,thani 1.000
thang,thang,thangs 0.800
that,that,thats 0.972
thay,thay,thays 0.750
the,the,theage 1.000
the,the,theater 0.997
the,the,theaters 0.999
the,the,theatre 0.996
the,the,theatres 0.999
the,the,theatric 1.000
the,the,theatrical 0.999
the,the,theatricalized 1.000
the,the,theatrically 1.000
the,the,theatricals 1.000
the,the,thee 1.000
the,the,theism 1.000
the,the,theisman 1.000
the,the,theistic 1.000
the,the,theor 1.000
the,the,theorie 1.000
the,the,theories 0.998
the,the,theorist 1.000
the,the,theorists 1.000
the,the,theorized 1.000
the,the,theorizer 1.000
the,the,theorizes 1.000
the,the,theorizing 1.000
the,the,theory 0.995
the,the,thes 1.000
the,the,theus 1.000
the,theater,theaters 0.998
the,theater,theatre 0.998
the,theater,theatres 0.999
the,theater,theory 1.000
the,theaters,theatre 0.999
the,theaters,theatres 0.998
the,theaters,theory 1.000
the,theatre,theatres 0.997
the,theatre,theatrical 0.999
the,theatre,theories 1.000
the,theatre,theory 1.000
the,theatres,theatrical 0.999
the,theism,theistic 0.991
the,theistic,theories 0.999
the,theistic,theory 1.000
the,theor,theory 1.000
the,theories,theorist 0.999
the,theories,theorists 0.998
the,theories,theory 0.998
the,theorist,theory 1.000
the,theorists,theory 1.000
the,theorized,theory 1.000
theil,theil,theils 0.857
their,their,theirs 0.996
them,them,theme 1.000
them,them,themed 1.000
them,them,themes 1.000
them,theme,themed 0.998
them,theme,themes 0.994
them,themed,themes 0.999
theolog,theologian,theological 0.993
theolog,theologian,theology 0.992
theolog,theologians,theological 0.996
theolog,theological,theology 0.985
theorem,theorem,theorems 0.958
ther,there,theres 0.999
ther,there,theria 1.000
therapy,therapies,therapy 0.971
thermodynam,thermodynamic,thermodynamics 0.861
theropod,theropod,theropoda 0.864
theropod,theropod,theropods 0.944
therv,therving,thervings 0.500
thi,thiers,this 1.000
thibaudet,thibaudet,thibaudets 0.500
thick,thick,thicken 0.997
thick,thick,thicker 0.998
thick,thick,thickness 0.996
thick,thickened,thickening 0.981
thief,thief,thiefs 0.950
thing,thing,thingg 0.997
thing,thing,things 0.992
think,think,thinking 0.998
tho,tho,thos 0.944
thom,thomism,thomistic 0.900
thoroughf,thoroughfare,thoroughfares 0.889
thought,thought,thoughts 0.997
thug,thug,thugs 0.667
thumb,thumb,thumbs 0.947
thund,thunder,thunderation 0.990
thund,thunder,thunders 0.990
thunderjet,thunderjet,thunderjets 0.500
thunderstorm,thunderstorm,thunderstorms 0.875
thurnem,thurneman,thurnemans 0.500
thursday,thursday,thursdays 0.971
thym,thyme,thymus 0.875
tia,tia,tias 0.833
tiam,tiamat,tiamatan 0.750
tiam,tiamat,tiamats 0.750
tibby,tibby,tibbys 0.500
tibet,tibet,tibetan 0.948
tic,tic,tics 0.917
tichborn,tichborne,tichbornes 0.500
tichy,tichy,tichys 0.500
tick,tick,ticking 0.972
tick,tick,ticks 0.963
tick,ticking,ticks 0.933
ticket,ticket,tickets 0.958
ticket,ticketing,tickets 0.987
tid,tide,tides 0.995
tie,tie,tieable 0.993
tie,tie,ties 0.990
tie,tieable,ties 0.994
tig,tiger,tigers 0.995
tigy,tigy,tigys 0.500
til,til,till 0.999
til,tilly,tillys 0.991
tillich,tillich,tillichs 0.500
tilston,tilston,tilstone 0.600
tilt,tilt,tilting 0.944
tim,tim,time 0.999
tim,tim,times 1.000
tim,time,timed 1.000
tim,time,timer 1.000
tim,time,times 0.996
tim,time,timing 1.000
tim,times,timing 1.000
tim,times,timm 1.000
tim,timor,timors 0.992
timb,timbering,timberings 0.917
timbr,timbre,timbres 0.875
timbrel,timbrell,timbrells 0.500
timelin,timeline,timelines 0.991
timmy,timmy,timmys 0.833
tint,tint,tinted 0.964
tir,tire,tires 0.989
tish,tish,tisha 0.667
tissu,tissue,tissues 0.897
tit,titan,titans 0.997
tit,titers,titres 0.964
tit,titration,titrations 0.964
tit,titularies,titulary 0.976
tith,tithe,tithes 0.750
titl,title,titled 0.997
titl,title,titles 0.989
titl,title,titling 1.000
titl,titled,titles 0.995
tna,tna,tnas 0.714
tobacco,tobacco,tobaccos 0.967
toby,toby,tobys 0.979
tod,tod,toda 0.967
today,today,todays 0.984
todorok,todoroki,todorokis 0.500
todorov,todorov,todorovic 0.667
toe,toe,toes 0.981
toe,toei,toeis 0.950
toggl,toggle,toggles 0.875
togo,togo,togos 0.958
tokyopop,tokyopop,tokyopops 0.500
tol,toll,tolls 0.992
tolky,tolkien,tolkiens 0.786
tom,tom,tomi 1.000
tom,tom,toms 0.999
tomahawk,tomahawk,tomahawks 0.833
tomato,tomato,tomatoes 0.952
tomb,tomb,tombs 0.991
ton,ton,tons 0.998
ton,tonal,tone 0.998
ton,tonal,tones 0.997
ton,tonal,tonic 0.995
ton,tonality,tone 0.999
ton,tone,toned 0.999
ton,tone,tones 0.999
ton,toni,tonis 0.996
ton,tonnage,tons 0.998
ton,tonne,tonnes 0.997
ton,tonnes,tons 0.994
tonazz,tonazzi,tonazzis 0.500
tong,tong,tongs 0.983
tong,tonga,tongan 0.984
